timestamp,subject,file,url,status
2025-10-19T11:10:45.812188,Piano,icons/Piano.png,https://oaidalleapiprodscus.blob.core.windows.net/private/org-yl1xNg2HPz8RMi75XCpVco8k/user-XuCBYoX7rrPayoQ9m5cvlRmI/img-aG9LtIIRDDqUOiQvJqZ3Tavw.png?st=2025-10-19T08%3A10%3A44Z&se=2025-10-19T10%3A10%3A44Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=f1dafa11-a0c2-4092-91d4-10981fbda051&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-10-19T04%3A00%3A38Z&ske=2025-10-20T04%3A00%3A38Z&sks=b&skv=2024-08-04&sig=dcfhMzOrvtup44pK5Xb0kD8yH6Xu2bYlL24F4bZYnqY%3D,success
2025-10-19T11:11:05.212710,E.Piano,icons/E.Piano.png,https://oaidalleapiprodscus.blob.core.windows.net/private/org-yl1xNg2HPz8RMi75XCpVco8k/user-XuCBYoX7rrPayoQ9m5cvlRmI/img-UFUKoru1dXFxHJxWGasIzVYX.png?st=2025-10-19T08%3A11%3A03Z&se=2025-10-19T10%3A11%3A03Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=f1dafa11-a0c2-4092-91d4-10981fbda051&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-10-19T06%3A24%3A31Z&ske=2025-10-20T06%3A24%3A31Z&sks=b&skv=2024-08-04&sig=ueiAr5WA9yeSihm0S/DYJYZkuIHhtVmigSXYLOY4/BU%3D,success
2025-10-19T11:11:25.541091,Organ,icons/Organ.png,https://oaidalleapiprodscus.blob.core.windows.net/private/org-yl1xNg2HPz8RMi75XCpVco8k/user-XuCBYoX7rrPayoQ9m5cvlRmI/img-pKk4VSCdMSXAZrpGPpKEblAB.png?st=2025-10-19T08%3A11%3A23Z&se=2025-10-19T10%3A11%3A23Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=77e5a8ec-6bd1-4477-8afc-16703a64f029&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-10-19T07%3A14%3A47Z&ske=2025-10-20T07%3A14%3A47Z&sks=b&skv=2024-08-04&sig=P3giUxyOz03EV1xW9lXvwmUEUkGLfNzE455hPkrDbq8%3D,success
2025-10-19T11:11:43.172864,Strings,icons/Strings.png,https://oaidalleapiprodscus.blob.core.windows.net/private/org-yl1xNg2HPz8RMi75XCpVco8k/user-XuCBYoX7rrPayoQ9m5cvlRmI/img-NurfSLj98jEffrDkDaKlhHM2.png?st=2025-10-19T08%3A11%3A41Z&se=2025-10-19T10%3A11%3A41Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=77e5a8ec-6bd1-4477-8afc-16703a64f029&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-10-19T07%3A14%3A47Z&ske=2025-10-20T07%3A14%3A47Z&sks=b&skv=2024-08-04&sig=i/fnq70PnGMGEWqfnhCLHBbJsQFg1xAxGGRAg81Wzx8%3D,success
2025-10-19T11:12:00.667234,Choir,icons/Choir.png,https://oaidalleapiprodscus.blob.core.windows.net/private/org-yl1xNg2HPz8RMi75XCpVco8k/user-XuCBYoX7rrPayoQ9m5cvlRmI/img-THBHUBnAuwA95R6H5ztJPeF8.png?st=2025-10-19T08%3A11%3A58Z&se=2025-10-19T10%3A11%3A58Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=b1a0ae1f-618f-4548-84fd-8b16cacd5485&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-10-18T14%3A35%3A38Z&ske=2025-10-19T14%3A35%3A38Z&sks=b&skv=2024-08-04&sig=jfB9cenGPIFzTGp0Mg9zo5uv3kUUhAq6csWOFjwDMu0%3D,success
2025-10-19T11:12:19.556973,Brass,icons/Brass.png,https://oaidalleapiprodscus.blob.core.windows.net/private/org-yl1xNg2HPz8RMi75XCpVco8k/user-XuCBYoX7rrPayoQ9m5cvlRmI/img-EhUbT4cyx5vPAxxmdxzBKHRj.png?st=2025-10-19T08%3A12%3A17Z&se=2025-10-19T10%3A12%3A17Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=f1dafa11-a0c2-4092-91d4-10981fbda051&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-10-19T05%3A31%3A48Z&ske=2025-10-20T05%3A31%3A48Z&sks=b&skv=2024-08-04&sig=phr9i94OSVZ0TF7iRtqkaeOpdPiqWH61HdPSCuQTQvg%3D,success
2025-10-19T11:12:36.554214,Woodwind,icons/Woodwind.png,https://oaidalleapiprodscus.blob.core.windows.net/private/org-yl1xNg2HPz8RMi75XCpVco8k/user-XuCBYoX7rrPayoQ9m5cvlRmI/img-74VqSDI1MRowMCwBPCW2ICdV.png?st=2025-10-19T08%3A12%3A34Z&se=2025-10-19T10%3A12%3A34Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=77e5a8ec-6bd1-4477-8afc-16703a64f029&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-10-19T08%3A43%3A49Z&ske=2025-10-20T08%3A43%3A49Z&sks=b&skv=2024-08-04&sig=2boOPvq4hx9Weal0W5Ya23m7JXl7pfc3jNVmWw1034M%3D,success
2025-10-19T11:12:53.345699,A.Guitar,icons/A.Guitar.png,https://oaidalleapiprodscus.blob.core.windows.net/private/org-yl1xNg2HPz8RMi75XCpVco8k/user-XuCBYoX7rrPayoQ9m5cvlRmI/img-QV8QkLVXA6bsqmqev2Zbk8VN.png?st=2025-10-19T08%3A12%3A51Z&se=2025-10-19T10%3A12%3A51Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=cc612491-d948-4d2e-9821-2683df3719f5&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-10-19T07%3A58%3A53Z&ske=2025-10-20T07%3A58%3A53Z&sks=b&skv=2024-08-04&sig=tSYc4OXsx1TWQRpiNa3gVUDCrkOVhuNgijl2vGVMWSg%3D,success
2025-10-19T11:13:12.928046,E.Guitar,icons/E.Guitar.png,https://oaidalleapiprodscus.blob.core.windows.net/private/org-yl1xNg2HPz8RMi75XCpVco8k/user-XuCBYoX7rrPayoQ9m5cvlRmI/img-YcjyyAS9AcYkmvo4qrBR0Jrq.png?st=2025-10-19T08%3A13%3A10Z&se=2025-10-19T10%3A13%3A10Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=b1a0ae1f-618f-4548-84fd-8b16cacd5485&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-10-18T21%3A01%3A05Z&ske=2025-10-19T21%3A01%3A05Z&sks=b&skv=2024-08-04&sig=6jWrSZiLK8l8RtjHcJGv0t4x69kjDHjpw6Mho3r1LBw%3D,success
2025-10-19T11:13:33.701321,Bass,icons/Bass.png,https://oaidalleapiprodscus.blob.core.windows.net/private/org-yl1xNg2HPz8RMi75XCpVco8k/user-XuCBYoX7rrPayoQ9m5cvlRmI/img-RJgPQ8CW1UzjRcqOU9t2mtM5.png?st=2025-10-19T08%3A13%3A31Z&se=2025-10-19T10%3A13%3A31Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=ed3ea2f9-5e38-44be-9a1b-7c1e65e4d54f&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2025-10-19T09%3A13%3A31Z&ske=2025-10-20T09%3A13%3A31Z&sks=b&skv=2024-08-04&sig=QQRVLSjjkYkOcr0HVC4MmB40s04KGsXpcT3%2BPKPqSzo%3D,success
